language,source_id,toxic,detox,afrihate_label,judge_decision,human_decision,human_comments,edited_detox
Yorùbá,train_yoruba_00907,ahhhhhh oloseluuuuuu ki lo wa de ede wa so dokita jonathan di obo eri nkan bayi,ahhhhhh oloseluuuuuu ki lo wa de ede wa so dokita jonathan di eni ti a n se egan eri nkan bayi,Abuse,accepted,,,
Yorùbá,train_yoruba_02391,"""(inside dugbe market, man drags me by the hand)   “alaye e wọlé kẹ bawa mu one or two”  “aje a wa. e fi ọwọ mi silẹ”  (keeps dragging me)  “ẹ fimile nau”  (drops my hand angrily)   “ewo wa lariwo? se were leleyi ni? tun wa gba ibi next time. olóṣì”  “ori yin lo buru”""","(inside dugbe market, man drags me by the hand) “alaye e wọlé kẹ bawa mu one or two” “aje a wa. e fi ọwọ mi silẹ” (keeps dragging me) “ẹ fimile nau” (drops my hand angrily) “kí ló dé tí o fi ń pariwo? ṣe ìṣòro ni? má tún wa gba ibí next time.” “ìṣe yín kò dáa”",Abuse,accepted,,,
Yorùbá,train_yoruba_00193,"""omo ale lo ma gbe iya é wa sori twitter fun drags!""",Ko daa ki o gbe iya re wa sori twitter fun drags!,Abuse,accepted,,,
Yorùbá,train_yoruba_02786,oní mílìkì ò ṣiwèrè,oní mílìkì o nílò láti ronú dáadáa,Abuse,accepted,,,
Yorùbá,train_yoruba_00070,ìròrìakéwì ọ̀pọ̀ sùúrù níí mú ọlọ́gbọ́n dà bíi òmùgọ̀ ọjọ́ ẹni tí a rẹ́ jẹ títí bíi ẹran súnsun ba fẹ jàjà kọ ìwọ̀sí nii di alágídíagbèraga ẹ̀dá ènìyàn  jcmcayodeji sodiq olalekan  yorùbá ewi poet,ìròrìakéwì ọ̀pọ̀ sùúrù níí mú ọlọ́gbọ́n dà bí ẹni pé kò ní ìmọ̀ ọjọ́ ẹni tí a rẹ́ jẹ títí bíi ẹran súnsun bá fẹ́ jàjà kọ ìwọ̀sí níí di ìwà alágídí àti ìgbéraga nínú ẹ̀dá ènìyàn  jcmcayodeji sodiq olalekan  yorùbá ewi poet,Abuse,accepted,,,
Yorùbá,dev_yoruba_00489,Alaye shut up.. Olofooo,"Alaye, jowo dake.. O n soro pupo.",Abuse,accepted,,,
Yorùbá,test_yoruba_00147,"""ori gbogbo yín dàrú. URL",Gbogbo yín nílò lati rò pẹ̀lú. URL,Abuse,accepted,,,
Yorùbá,test_yoruba_00071,"""@username oloriburuku ni bàbá rẹ̀""",@username Ìṣe bàbá rẹ̀ kò dáa.,Abuse,accepted,,,
Yorùbá,train_yoruba_01827,"""oloshi làwọn eleyi oo URL",Àwọn eleyii nílò láti kọ́ ẹ̀kọ́ síi oo URL,Abuse,accepted,,,
Yorùbá,train_yoruba_02552,"""@username eti ya wèrèy""",@username ìṣe rẹ̀ nílò ìtúnṣe.,Abuse,accepted,,,
Yorùbá,train_yoruba_01608,"""@username olodo rabata oju eja lo man je 😂😂😂""",@username o nilo lati ko eko sii.,Abuse,accepted,,,
Yorùbá,dev_yoruba_00183,"""set awon omo buruku #unilag #madeinlagos""",set awon eniyan ti iwa won ko daa #unilag #madeinlagos,Abuse,accepted,,,
Yorùbá,dev_yoruba_00272,"""oloshi ni ac milan, score to make it 1-1 weere tun lo concede""","ac milan nilo lati dara sii, score to make it 1-1 won tun lo concede",Hate,accepted,,,
Yorùbá,train_yoruba_02917,"""@username agba radarada,  agba ti o to ile.""","@username agba ti nilo lati dara sii, agba ti o to ile.",Abuse,accepted,,,
Yorùbá,train_yoruba_00960,"""ori gbogbo yin ti daru""",Ìrònú gbogbo yín nílò ìtúnṣe.,Abuse,accepted,,,
Yorùbá,train_yoruba_02358,"""@username lmao olodo ni e""",@username o nílò láti kọ́ ẹ̀kọ́ síi,Abuse,accepted,,,
Yorùbá,train_yoruba_01991,"""werey fe play truth or dare, mo ni “no nudes” oloshi ara e gbe pari. awon eleri bu gbogbo!""","enikan fe play truth or dare, mo ni “no nudes”, o pari. awon eleri wa gbogbo!",Abuse,accepted,,,
Yorùbá,train_yoruba_01427,"""ole nla ree. awon eleyi gangan ni won pe ni hide-out 😂😂😂 URL",a fura pe ole nla ni yii. awon eleyi gangan ni won pe ni hide-out URL,Abuse,accepted,,,
Yorùbá,train_yoruba_02283,"""oloriburuku ni pupo ninu yin 🤮🤮🤮 URL",pupo ninu yin ni ihuwasi ti ko dara URL,Abuse,accepted,,,
